account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date
NULL,211599401,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,1,Aluminium,2021-06-29,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211599420,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,2,Aluminium,2021-06-29,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211624178,2021-06-29,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"CAP MARIN",3,PLASTIC,2021-06-17,SUDAN,,SAJED,2021-06-22,,,0000-00-00
NULL,211629906,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211630476,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,5,wastepaper,2021-06-29,,AMMAN,,0000-00-00,,,0000-00-00
NULL,211632331,2021-06-27,"SIDNEY APPAREL","NIKE INTL LTD",EXPORT,IH,CY,DRY,MSL,,2,GARMENTS,2021-06-29,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211632344,2021-06-27,"CLASSIC FASHION APPAREL INDUSTRY LTD","NIKE INTL LTD",EXPORT,IH,CY,DRY,MSL,,8,GARMENTS,2021-06-29,JOAHZTM,IRBID,JEDDAH,0000-00-00,,,0000-00-00
NULL,211637734,2021-06-27,"SAFEWAY CO FOR COMMERCIAL SERVICES","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,5,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211671433,2021-06-27,"GAP POLYMERS","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2110,5,PLASTIC,2021-07-06,SAJED,JEDDAH,YEADE,2021-06-07,,,2021-06-06
NULL,211772398,2021-06-29,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,CHINOOK,0,PLASTIC,2021-06-05,SAJED,,SUDAN,2021-06-20,,,0000-00-00
NULL,256249817,2021-06-14,"TAMKEEN INTERNATIONAL CO","TAMKEEN INTERNATIONAL CO",IMPORT,IH+CCD,SD,DRY,MSL,"CELSIUS NICOSIA/123E",16,"WASHING MACHINE",2021-06-04,SAJED,JEDDAH,CNNKG,2021-06-09,,,0000-00-00
NULL,608256286,2021-06-09,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/116E",5,PAPER,2021-05-02,SAJED,JEDDAH,SEGOT,2021-05-03,,,0000-00-00
NULL,608256312,2021-06-09,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/116E",3,PAPER,2021-05-02,SAJED,JEDDAH,SEGOT,2021-05-05,,,0000-00-00
NULL,608270357,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN TAINARO/120E",5,PAPER,2021-05-31,SAJED,JEDDAH,SECVX,2021-06-03,,,0000-00-00
NULL,608270364,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN SUNIO/118E",4,PAPER,2021-03-16,SAJED,JEDDAH,SECVX,2021-05-17,,,0000-00-00
NULL,608294231,2021-06-11,"TETRA PAK MANUFACTURING LTD","AL TAYBAT FOODSTUFF TRADING STORE",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN LAZARO/117E",2,PAPER,2021-05-09,SAJED,JEDDAH,BRPNG,2021-05-15,,,0000-00-00
NULL,608294825,2021-06-16,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GIBRALTER/121E",5,PAPER,2021-06-06,SAJED,JEDDAH,SEGUD,2021-06-09,,,0000-00-00
NULL,608301895,2021-06-09,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/116E",3,PAPER,2021-05-02,SAJED,JEDDAH,SEGOT,2021-05-05,,,0000-00-00
NULL,608302960,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN SUNIO/118E",2,PAPER,2021-05-16,SAJED,JEDDAH,BRPNG,2021-05-17,,,0000-00-00
NULL,608302961,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUAYAQUIL/119E",2,PAPER,2021-05-23,SAJED,JEDDAH,BR,2021-05-23,,,0000-00-00
NULL,608302964,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUAYAQUIL/119E",3,PAPER,2021-05-23,SAJED,JEDDAH,BRPNG,2021-05-24,,,0000-00-00
NULL,608325092,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,,14,"EMPTY TANKS",2021-05-02,SAJED,,NETHERLAND,2021-05-03,,,0000-00-00
NULL,608336318,2021-06-07,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,14,"EMPTY TANKS",2021-05-02,SAJED,JEDDAH,NETHERLAND,2021-05-03,,,0000-00-00
NULL,608336781,2021-06-14,"TETRA PAK MANUFACTURING LTD","TAMKEEN INTERNATIONAL CO",IMPORT,IH+CCD,SD,USM,MSL,"MAERSK GIBRALTER/121E",5,PAPER,2021-06-06,SAJED,JEDDAH,BRPNG,2021-06-07,,,0000-00-00
NULL,608342557,2021-06-17,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/123E",4,PAPER,2021-06-20,SAJED,JEDDAH,SEGUD,2021-06-23,,,0000-00-00
NULL,608354230,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,REEF,MSL,MAERSK,22,"EMPTY TANKS",2021-05-02,SAJED,JEDDAH,NETHERLAND,2021-05-04,,,0000-00-00
NULL,608354318,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,5,"EMPTY TANKS",2021-05-09,SAJED,JEDDAH,NETHERLAND,2021-05-10,,,0000-00-00
NULL,608362069,2021-06-16,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUATEMALA/122E",5,PAPER,2021-06-13,SAJED,JEDDAH,BRPNG,2021-06-16,,,0000-00-00
NULL,608362281,2021-06-17,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/123E",5,PAPER,2021-06-20,SAJED,JEDDAH,BRPNG,2021-06-23,,,0000-00-00
NULL,608372353,2021-06-16,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,"Hapag Lloy","MAERSK GIBRALTER/121E",5,PAPER,2021-06-06,SAJED,JEDDAH,BRPNG,2021-06-07,,,0000-00-00
NULL,608372356,2021-06-16,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUATEMALA/122E",3,PAPER,2021-06-13,SAJED,JEDDAH,BRPNG,2021-06-15,,,0000-00-00
NULL,608374214,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUAYAQUIL/119E",11,PAPER,2021-06-23,,JEDDAH,FIKTK,2021-05-23,,,0000-00-00
NULL,608374248,2021-06-16,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GUATEMALA/122E",7,PAPER,2021-06-13,SAJED,JEDDAH,FIKTK,2021-06-15,,,0000-00-00
NULL,608374270,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN TAINARO/120E",11,PAPER,2021-05-31,SAJED,JEDDAH,FIKTK,2021-06-04,,,0000-00-00
NULL,608374315,2021-06-11,"TETRA PAK MANUFACTURING LTD","UNITED OCEANS LOGISTICS EST",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN TAINARO/120E",6,PAPER,2021-05-31,SAJED,,FIKTK,2021-06-03,,,0000-00-00
NULL,608374329,2021-06-23,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN LAZARO/124E",9,PAPER,2021-06-27,SAJED,JEDDAH,FIKTK,2021-06-29,,,0000-00-00
NULL,608374335,2021-06-29,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN SOUNIO/125E",10,PAPER,2021-07-05,SAJED,JEDDAH,FIKTK,2021-07-08,,,2021-06-29
NULL,608375128,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,2,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00
NULL,608376126,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,REEF,MSL,MAERSK,3,"EMPTY TANKS",2021-05-09,SAJED,JEDDAH,NETHERLAND,2021-05-11,,,0000-00-00
NULL,608376164,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,15,"EMPTY TANKS",2021-05-18,SAJED,JEDDAH,NETHERLAND,2021-05-20,,,0000-00-00
NULL,608377398,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,1,TIRES,2021-06-20,KWSAATM,ALRAI,SALVADOR,0000-00-00,VIKWI0000829,,0000-00-00
NULL,608387084,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,1,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00
NULL,608387087,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00
NULL,608393818,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,14,"EMPTY TANKS",2021-06-02,SAJED,JEDDAH,NETHERLAND,2021-06-06,,,0000-00-00
NULL,608393825,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,4,"EMPTY TANKS",2021-06-02,SAJED,JEDDAH,NETHERLAND,2021-06-05,,,0000-00-00
NULL,608408632,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,6,"EMPTY TANKS",2021-06-13,SAJED,JEDDAH,NETHERLAND,2021-06-15,,,0000-00-00
NULL,608408644,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,10,"EMPTY TANKS",2021-05-31,SAJED,JEDDAH,NETHERLAND,2021-06-02,,,0000-00-00
NULL,608422283,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,23,"EMPTY TANKS",2021-06-13,SAJED,JEDDAH,NETHERLAND,2021-06-15,,,0000-00-00
NULL,608422285,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,,2,"EMPTY TANKS",2021-06-13,SAJED,JEDDAH,NETHERLAND,2021-06-15,,,0000-00-00
NULL,912030039,2021-06-07,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN TAINARO / 116W",25,"Plastic, plastic articles, new",2021-05-07,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-03-01,,,2021-03-03
NULL,912046061,2021-06-09,"PIRELLI TYRE SUISSE SA","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,2,TIRES,2021-05-17,KWSAATM,SHUWAIKH,CARLISE,0000-00-00,VIKWI0000784,5614126304,0000-00-00
NULL,912115493,2021-06-12,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912118412,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-05-06,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000748,,0000-00-00
NULL,912118551,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,2,BANANA,2021-05-07,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000766,,0000-00-00
NULL,912120244,2021-06-10,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,2,TIRES,2021-05-24,KWSAATM,KWSAATM,CARLISE,0000-00-00,VIKWI0000792,5614126319,0000-00-00
NULL,912123294,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,10,BANANA,2021-05-06,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000749,,0000-00-00
NULL,912123432,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,5,BANANA,2021-05-06,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000750,,0000-00-00
NULL,912124695,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-07,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000779,,0000-00-00
NULL,912124728,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-07,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000782,,0000-00-00
NULL,912127659,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,1,BANANA,2021-05-06,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000747,,0000-00-00
NULL,912135644,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-05,JEDDAH,,TUNISIA,0000-00-00,,,0000-00-00
NULL,912148905,2021-06-06,,"ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,,2021-04-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912149131,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-09,SAJED,JEDDAH,GUAYAQUIL,2021-04-28,,,0000-00-00
NULL,912153935,2021-06-06,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912156804,2021-06-06,,"ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912157178,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,2,BANANA,2021-05-12,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000795,,0000-00-00
NULL,912157180,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-12,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000789,,0000-00-00
NULL,912157261,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-05-14,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000760,,0000-00-00
NULL,912157269,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,4,BANANA,2021-05-14,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000761,,0000-00-00
NULL,912161784,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912161907,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,10,BANANA,2021-05-14,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000759,,0000-00-00
NULL,912162083,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-05-14,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000758,,0000-00-00
NULL,912162276,2021-06-06,,"ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912171082,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-12,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000787,,0000-00-00
NULL,912178660,2021-06-06,,"ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-14,,,0000-00-00
NULL,912178676,2021-06-12,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-09,SAJED,JEDDAH,GUAYAQUIL,2021-04-20,,,0000-00-00
NULL,912180164,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-05-17,,,0000-00-00
NULL,912183535,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,9,BANANA,2021-06-03,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000809,,0000-00-00
NULL,912186225,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-09,SAJED,JEDDAH,GUAYAQUIL,2021-04-20,,,0000-00-00
NULL,912186517,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,6,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000803,,0000-00-00
NULL,912186528,2021-06-06,,"ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,,2021-05-02,SAJED,JEDDAH,GUAYAQUIL,2021-04-20,,,0000-00-00
NULL,912190123,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-07,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000765,,0000-00-00
NULL,912191605,2021-06-07,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,CCO,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-09,SAJED,JEDDAH,GUAYAQUIL,2021-04-20,,,0000-00-00
NULL,912191606,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000802,,0000-00-00
NULL,912191740,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,1,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000799,,0000-00-00
NULL,912191849,2021-06-27,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MSL,,1,BANANA,2021-06-03,KWSAATM,"SHUAIBA ",Guayaquil,0000-00-00,VIKWI0000833,5614126351,0000-00-00
NULL,912197072,2021-06-12,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"SAFMARINE MULANJE /111E",4,TEXTILE,2021-05-19,SAJED,YANBU,,2021-05-03,,,2021-04-20
NULL,912197088,2021-06-26,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK UTAH/117E",5,,2021-05-31,SAJED,JEDDAH,USATE,2021-05-06,,,2021-04-20
NULL,912197097,2021-06-12,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"SAFMARINE MULANJE /111E",4,TEXTILE,2021-05-05,SAJED,YANBU,USRGD,2021-05-06,,,2021-04-20
NULL,912199826,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,10,OIL,2021-05-03,SAJED,JEDDAH,NETHERLAND,0000-00-00,,,2021-04-15
NULL,912199841,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,10,OIL,2021-05-10,SAJED,JEDDAH,NETHERLAND,2021-05-06,,,0000-00-00
NULL,912199848,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,20,OIL,2021-05-03,SAJED,JEDDAH,NETHERLAND,2021-04-28,,,2021-04-15
NULL,912209176,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MSC,,0,TIRES,2021-06-29,KWSAATM,ALRAI,MEXICO,0000-00-00,VIKWI0000843,,0000-00-00
NULL,912217000,2021-06-07,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN LAZARO / 120W",19,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-22,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-05-04,,,2021-05-04
NULL,912217030,2021-06-08,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"MAERSK GUATEMALA / 118W",10,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-06,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-04-21,,,2021-04-21
NULL,912217663,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-04-27,,,0000-00-00
NULL,912221816,2021-06-07,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"MAERSK GUATEMALA / 118W",10,"Plastic, plastic articles, new",2021-05-06,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-04-21,,,2021-04-21
NULL,912222432,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-04-27,,,0000-00-00
NULL,912222455,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-04-27,,,0000-00-00
